Sentence #,text,tag
4718,passed,O
4718,on,O
4718,to,O
4718,other,O
4718,police,O
4718,forces,O
4718,searching,O
4718,for,O
4718,the,O
4718,missing,O
4718,girls,O
4718,or,O
4718,was,O
4718,overlooked,O
4718,when,O
4718,it,O
4718,was,O
4718,.,O
4719,They,O
4719,also,O
4719,show,O
4719,that,O
4719,police,O
4719,investigating,O
4719,a,O
4719,theft,O
4719,visited,O
4719,Dutroux,B-PER
4719,late,O
4719,last,O
4719,year,O
4719,at,O
4719,the,O
4719,house,O
4719,where,O
4719,Julie,B-PER
4719,and,O
4719,Melissa,B-PER
4719,were,O
4719,being,O
4719,held,O
4719,but,O
4719,accepted,O
4719,his,O
4719,word,O
4719,that,O
4719,the,O
4719,children,O
4719,'s,O
4719,cries,O
4719,they,O
4719,could,O
4719,hear,O
4719,came,O
4719,from,O
4719,neighbours,O
4719,.,O
4720,Justice,B-ORG
4720,Minister,O
4720,Stefaan,B-PER
4720,De,I-PER
4720,Clerck,I-PER
4720,has,O
4720,admitted,O
4720,that,O
4720,mistakes,O
4720,were,O
4720,made,O
4720,and,O
4720,ordered,O
4720,an,O
4720,inquiry,O
4720,at,O
4720,the,O
4720,same,O
4720,time,O
4720,as,O
4720,stressing,O
4720,there,O
4720,were,O
4720,no,O
4720,indications,O
4720,of,O
4720,a,O
4720,cover-up,O
4720,.,O
4721,There,O
4721,is,O
4721,also,O
4721,widespread,O
4721,disbelief,O
4721,that,O
4721,no,O
4721,one,O
4721,appeared,O
4721,to,O
4721,question,O
4721,how,O
4721,Dutroux,B-PER
4721,",",O
4721,an,O
4721,unemployed,O
4721,father,O
4721,of,O
4721,three,O
4721,with,O
4721,no,O
4721,visible,O
4721,means,O
4721,of,O
4721,support,O
4721,",",O
4721,managed,O
4721,to,O
4721,own,O
4721,six,O
4721,houses,O
4721,.,O
4722,-DOCSTART-,O
4723,Death,O
4723,toll,O
4723,of,O
4723,Algeria,B-LOC
4723,bomb,O
4723,put,O
4723,at,O
4723,seven-newspaper,O
4723,.,O
4724,PARIS,B-LOC
4724,1996-08-24,O
4725,An,O
4725,Algerian,B-MISC
4725,newspaper,O
4725,on,O
4725,Saturday,O
4725,put,O
4725,at,O
4725,seven,O
4725,--,O
4725,two,O
4725,women,O
4725,and,O
4725,five,O
4725,children,O
4725,--,O
4725,the,O
4725,death,O
4725,toll,O
4725,of,O
4725,a,O
4725,bomb,O
4725,blast,O
4725,in,O
4725,a,O
4725,market,O
4725,west,O
4725,of,O
4725,Algiers,B-LOC
4725,on,O
4725,Friday,O
4725,.,O
4726,Algerian,B-MISC
4726,security,O
4726,forces,O
4726,said,O
4726,on,O
4726,Friday,O
4726,three,O
4726,women,O
4726,and,O
4726,two,O
4726,children,O
4726,were,O
4726,killed,O
4726,and,O
4726,five,O
4726,people,O
4726,wounded,O
4726,when,O
4726,a,O
4726,home-made,O
4726,bomb,O
4726,exploded,O
4726,at,O
4726,a,O
4726,market,O
4726,in,O
4726,the,O
4726,coastal,O
4726,town,O
4726,of,O
4726,Bou,B-LOC
4726,Haroun,I-LOC
4726,",",O
4726,65,O
4726,km,O
4726,(,O
4726,40,O
4726,miles,O
4726,),O
4726,west,O
4726,of,O
4726,Algiers,B-LOC
4726,.,O
4727,The,O
4727,security,O
4727,forces,O
4727,also,O
4727,said,O
4727,a,O
4727,man,O
4727,carrying,O
4727,an,O
4727,explosive,O
4727,device,O
4727,also,O
4727,died,O
4727,after,O
4727,it,O
4727,went,O
4727,off,O
4727,prematurely,O
4727,.,O
4728,El-Watan,B-ORG
4728,paper,O
4728,said,O
4728,the,O
4728,blast,O
4728,killed,O
4728,seven,O
4728,--,O
4728,a,O
4728,mother,O
4728,and,O
4728,her,O
4728,25-year-old,O
4728,daughter,O
4728,",",O
4728,four,O
4728,young,O
4728,boys,O
4728,and,O
4728,a,O
4728,five-year-old,O
4728,girl,O
4728,.,O
4729,Several,O
4729,people,O
4729,were,O
4729,also,O
4729,wounded,O
4729,",",O
4729,it,O
4729,said,O
4729,.,O
4730,The,O
4730,explosion,O
4730,was,O
4730,the,O
4730,latest,O
4730,in,O
4730,series,O
4730,of,O
4730,bomb,O
4730,attacks,O
4730,in,O
4730,Algeria,B-LOC
4730,'s,O
4730,four-year-old,O
4730,civil,O
4730,strife,O
4730,.,O
4731,The,O
4731,government-appointed,O
4731,watchdog,O
4731,",",O
4731,Human,B-ORG
4731,Rights,I-ORG
4731,National,I-ORG
4731,Observatory,I-ORG
4731,",",O
4731,was,O
4731,quoted,O
4731,this,O
4731,month,O
4731,by,O
4731,local,O
4731,newspapers,O
4731,as,O
4731,saying,O
4731,about,O
4731,"1,400",O
4731,civilians,O
4731,have,O
4731,died,O
4731,in,O
4731,bomb,O
4731,attacks,O
4731,blamed,O
4731,on,O
4731,Moslem,B-MISC
4731,rebels,O
4731,in,O
4731,the,O
4731,past,O
4731,two,O
4731,years,O
4731,.,O
4732,An,O
4732,estimated,O
4732,"50,000",O
4732,Algerians,B-MISC
4732,and,O
4732,more,O
4732,than,O
4732,110,O
4732,foreigners,O
4732,have,O
4732,been,O
4732,killed,O
4732,in,O
4732,violence,O
4732,pitting,O
4732,Moslem,B-MISC
4732,rebels,O
4732,against,O
4732,government,O
4732,forces,O
4732,since,O
4732,early,O
4732,1992,O
4732,",",O
4732,when,O
4732,the,O
4732,authorities,O
4732,cancelled,O
4732,a,O
4732,general,O
4732,election,O
4732,in,O
4732,which,O
4732,radical,O
4732,Islamists,B-MISC
4732,had,O
4732,taken,O
4732,a,O
4732,commanding,O
4732,lead,O
4732,.,O
4733,-DOCSTART-,O
4734,Malta,B-LOC
4734,police,O
4734,seize,O
4734,cannabis,O
4734,among,O
4734,chilli,O
4734,sauce,O
4734,.,O
4735,VALLETTA,B-LOC
4735,1996-08-24,O
4736,Police,O
4736,in,O
4736,Malta,B-LOC
4736,said,O
4736,on,O
4736,Saturday,O
4736,they,O
4736,had,O
4736,seized,O
4736,7.5,O
4736,tonnes,O
4736,of,O
4736,cannabis,O
4736,concealed,O
4736,in,O
4736,a,O
4736,shipment,O
4736,of,O
4736,chilli,O
4736,sauce,O
4736,on,O
4736,its,O
4736,way,O
4736,from,O
4736,Singapore,B-LOC
4736,to,O
4736,Romania,B-LOC
4736,.,O
4737,Police,O
4737,commissioner,O
4737,George,B-PER
4737,Grech,I-PER
4737,said,O
4737,the,O
4737,cannabis,O
4737,was,O
4737,found,O
4737,on,O
4737,Friday,O
4737,packed,O
4737,in,O
4737,500,O
4737,boxes,O
4737,hidden,O
4737,behind,O
4737,chilli,O
4737,sauce,O
4737,in,O
4737,a,O
4737,container,O
4737,that,O
4737,arrived,O
4737,at,O
4737,Malta,B-LOC
4737,Freeport,I-LOC
4737,a,O
4737,week,O
4737,ago,O
4737,.,O
4738,The,O
4738,container,O
4738,was,O
4738,on,O
4738,its,O
4738,way,O
4738,to,O
4738,Romania,B-LOC
4738,via,O
4738,the,O
4738,former,O
4738,Yugoslavia,B-LOC
4738,from,O
4738,Singapore,B-LOC
4738,and,O
4738,was,O
4738,the,O
4738,biggest,O
4738,drugs,O
4738,haul,O
4738,in,O
4738,Malta,B-LOC
4738,",",O
4738,police,O
4738,said,O
4738,.,O
4739,No,O
4739,street,O
4739,value,O
4739,was,O
4739,given,O
4739,for,O
4739,the,O
4739,cannabis,O
4739,.,O
4740,-DOCSTART-,O
4741,Czech,B-MISC
4741,coach,O
4741,in,O
4741,fatal,O
4741,crash,O
4741,in,O
4741,Austria,B-LOC
4741,.,O
4742,VIENNA,B-LOC
4742,1996-08-24,O
4743,A,O
4743,Czech,B-MISC
4743,coach,O
4743,crashed,O
4743,and,O
4743,burst,O
4743,into,O
4743,flames,O
4743,on,O
4743,a,O
4743,southern,O
4743,Austrian,B-MISC
4743,motorway,O
4743,early,O
4743,on,O
4743,Saturday,O
4743,",",O
4743,killing,O
4743,one,O
4743,person,O
4743,and,O
4743,injuring,O
4743,15,O
4743,",",O
4743,police,O
4743,said,O
4743,.,O
4744,Austrian,B-MISC
4744,television,O
4744,said,O
4744,the,O
4744,coach,O
4744,",",O
4744,which,O
4744,was,O
4744,carrying,O
4744,45,O
4744,",",O
4744,was,O
4744,en,O
4744,route,O
4744,from,O
4744,the,O
4744,Czech,B-LOC
4744,Republic,I-LOC
4744,to,O
4744,Italy,B-LOC
4744,when,O
4744,the,O
4744,accident,O
4744,occurred,O
4744,near,O
4744,Steinberg,B-LOC
4744,",",O
4744,200,O
4744,km,O
4744,southwest,O
4744,of,O
4744,Vienna,B-LOC
4744,.,O
4745,-DOCSTART-,O
4746,Most,O
4746,Spaniards,O
4746,back,O
4746,talks,O
4746,with,O
4746,Basque,B-MISC
4746,rebels--poll,O
4746,.,O
4747,MADRID,B-LOC
4747,1996-08-24,O
4748,Most,O
4748,Spaniards,O
4748,would,O
4748,support,O
4748,government,O
4748,talks,O
4748,with,O
4748,the,O
4748,illegal,O
4748,Basque,B-MISC
4748,separatist,O
4748,group,O
4748,ETA,B-ORG
4748,if,O
4748,the,O
4748,rebels,O
4748,renounced,O
4748,violence,O
4748,permanently,O
4748,",",O
4748,a,O
4748,survey,O
4748,published,O
4748,in,O
4748,daily,O
4748,El,B-ORG
4748,Mundo,I-ORG
4748,on,O
4748,Saturday,O
4748,said,O
4748,.,O
4749,While,O
4749,57,O
4749,percent,O
4749,of,O
4749,the,O
4749,population,O
4749,supported,O
4749,negotiations,O
4749,with,O
4749,ETA,B-ORG
4749,(,O
4749,Basque,B-ORG
4749,Homeland,I-ORG
4749,and,I-ORG
4749,Freedom,I-ORG
4749,),O
4749,",",O
4749,30,O
4749,percent,O
4749,opposed,O
4749,it,O
4749,",",O
4749,the,O
4749,survey,O
4749,by,O
4749,the,O
4749,state-controlled,O
4749,Centre,B-ORG
4749,for,I-ORG
4749,Sociological,I-ORG
4749,Studies,I-ORG
4749,(,O
4749,CIS,B-ORG
4749,),O
4749,found,O
4749,.,O
4750,But,O
4750,80,O
4750,percent,O
4750,said,O
4750,ETA,B-ORG
4750,had,O
4750,shown,O
4750,little,O
4750,interest,O
4750,in,O
4750,achieving,O
4750,peace,O
4750,in,O
4750,the,O
4750,Basque,B-MISC
4750,country,O
4750,when,O
4750,it,O
4750,offered,O
4750,a,O
4750,one-week,O
4750,truce,O
4750,in,O
4750,July,O
4750,while,O
4750,continuing,O
4750,to,O
4750,hold,O
4750,prison,O
4750,officer,O
4750,Jose,B-PER
4750,Antonio,I-PER
4750,Ortega,I-PER
4750,Lara,I-PER
4750,",",O
4750,kidnapped,O
4750,in,O
4750,January,O
4750,.,O
4751,The,O
4751,problem,O
4751,of,O
4751,terrorism,O
4751,had,O
4751,neither,O
4751,worsened,O
4751,nor,O
4751,improved,O
4751,since,O
4751,the,O
4751,conservative,O
4751,Popular,B-ORG
4751,Party,I-ORG
4751,(,O
4751,PP,B-ORG
4751,),O
4751,came,O
4751,to,O
4751,power,O
4751,in,O
4751,May,O
4751,",",O
4751,according,O
4751,to,O
4751,56,O
4751,percent,O
4751,of,O
4751,those,O
4751,questioned,O
4751,",",O
4751,while,O
4751,22,O
4751,percent,O
4751,said,O
4751,it,O
4751,had,O
4751,worsened,O
4751,.,O
4752,The,O
4752,survey,O
4752,questioned,O
4752,"2,496",O
4752,people,O
4752,between,O
4752,July,O
4752,17,O
4752,and,O
4752,21,O
4752,and,O
4752,has,O
4752,a,O
4752,margin,O
4752,of,O
4752,error,O
4752,of,O
4752,plus,O
4752,or,O
4752,minus,O
4752,two,O
4752,percent,O
4752,.,O
4753,-DOCSTART-,O
4754,Thirty,O
4754,killed,O
4754,as,O
4754,floods,O
4754,plunge,O
4754,Lahore,B-LOC
4754,into,O
4754,chaos,O
4754,.,O
4755,ISLAMABAD,B-LOC
4755,1996-08-24,O
4756,At,O
4756,least,O
4756,30,O
4756,people,O
4756,have,O
4756,been,O
4756,killed,O
4756,and,O
4756,about,O
4756,100,O
4756,injured,O
4756,in,O
4756,the,O
4756,flood-hit,O
4756,Pakistani,B-MISC
4756,city,O
4756,of,O
4756,Lahore,B-LOC
4756,",",O
4756,newspapers,O
4756,reported,O
4756,on,O
4756,Saturday,O
4756,.,O
4757,They,O
4757,said,O
4757,461,O
4757,mm,O
4757,(,O
4757,18,O
4757,inches,O
4757,),O
4757,of,O
4757,rain,O
4757,had,O
4757,drenched,O
4757,the,O
4757,Punjab,B-LOC
4757,provincial,O
4757,capital,O
4757,in,O
4757,36,O
4757,hours,O
4757,",",O
4757,turning,O
4757,streets,O
4757,into,O
4757,rivers,O
4757,",",O
4757,knocking,O
4757,out,O
4757,power,O
4757,",",O
4757,water,O
4757,and,O
4757,telephone,O
4757,services,O
4757,",",O
4757,disrupting,O
4757,air,O
4757,and,O
4757,rail,O
4757,traffic,O
4757,",",O
4757,and,O
4757,sweeping,O
4757,away,O
4757,houses,O
4757,and,O
4757,cars,O
4757,.,O
4758,Newspapers,O
4758,quoted,O
4758,witnesses,O
4758,as,O
4758,saying,O
4758,they,O
4758,had,O
4758,seen,O
4758,bodies,O
4758,floating,O
4758,in,O
4758,the,O
4758,streets,O
4758,.,O
4759,Among,O
4759,the,O
4759,dead,O
4759,were,O
4759,five,O
4759,members,O
4759,of,O
4759,the,O
4759,religious,O
4759,Jamaat-i-Islami,B-ORG
4759,party,O
4759,who,O
4759,drowned,O
4759,while,O
4759,trying,O
4759,to,O
4759,remove,O
4759,books,O
4759,from,O
4759,a,O
4759,basement,O
4759,library,O
4759,.,O
4760,They,O
4760,said,O
4760,thousands,O
4760,of,O
4760,people,O
4760,had,O
4760,been,O
4760,made,O
4760,homeless,O
4760,after,O
4760,a,O
4760,breach,O
4760,opened,O
4760,in,O
4760,the,O
4760,city,O
4760,canal,O
4760,",",O
4760,inundating,O
4760,residential,O
4760,areas,O
4760,.,O
4761,Army,O
4761,troops,O
4761,were,O
4761,called,O
4761,in,O
4761,to,O
4761,evacuate,O
4761,residents,O
4761,of,O
4761,low-lying,O
4761,areas,O
4761,to,O
4761,higher,O
4761,ground,O
4761,.,O
4762,Officials,O
4762,said,O
4762,the,O
4762,Ravi,B-LOC
4762,and,O
4762,Chenab,B-LOC
4762,rivers,O
4762,",",O
4762,which,O
4762,both,O
4762,flow,O
4762,through,O
4762,Punjab,B-LOC
4762,",",O
4762,were,O
4762,in,O
4762,high,O
4762,flood,O
4762,and,O
4762,emergency,O
4762,services,O
4762,backed,O
4762,by,O
4762,troops,O
4762,were,O
4762,on,O
4762,full,O
4762,alert,O
4762,.,O
4763,-DOCSTART-,O
4764,Internet,B-ORG
4764,Startup,I-ORG
4764,funded,O
4764,to,O
4764,develop,O
4764,Java,B-MISC
4764,software,O
4764,.,O
4765,MOUNTAIN,B-LOC
4765,VIEW,I-LOC
4765,",",O
4765,Calif.,B-LOC
4765,1996-08-25,O
4766,A,O
4766,small,O
4766,team,O
4766,of,O
4766,engineers,O
4766,from,O
4766,Sun,B-ORG
4766,Microsystems,I-ORG
4766,Inc.,I-ORG
4766,'s,O
4766,JavaSoft,B-ORG
4766,unit,O
4766,said,O
4766,Sunday,O
4766,they,O
4766,have,O
4766,formed,O
4766,a,O
4766,new,O
4766,company,O
4766,",",O
4766,dubbed,O
4766,Internet,B-ORG
4766,Startup,I-ORG
4766,",",O
4766,to,O
4766,build,O
4766,Java,B-MISC
4766,infrastructure,O
4766,software,O
4766,.,O
4767,The,O
4767,fledgling,O
4767,company,O
4767,",",O
4767,established,O
4767,in,O
4767,a,O
4767,ground-floor,O
4767,office,O
4767,here,O
4767,over,O
4767,the,O
4767,last,O
4767,two,O
4767,weeks,O
4767,",",O
4767,has,O
4767,received,O
4767,venture,O
4767,financing,O
4767,from,O
4767,Bessemer,B-ORG
4767,Venture,I-ORG
4767,Partners,I-ORG
4767,of,O
4767,Menlo,B-LOC
4767,Park,I-LOC
4767,",",O
4767,Calif,B-LOC
4767,..,O
4768,David,B-PER
4768,Cowan,I-PER
4768,",",O
4768,Internet,B-ORG
4768,Startup,I-ORG
4768,founder,O
4768,and,O
4768,acting,O
4768,chief,O
4768,executive,O
4768,",",O
4768,is,O
4768,a,O
4768,general,O
4768,partner,O
4768,of,O
4768,Bessemer,B-ORG
4768,.,O
4769,The,O
4769,startup,O
4769,company,O
4769,'s,O
4769,acting,O
4769,chairman,O
4769,is,O
4769,Jim,B-PER
4769,Bidzos,I-PER
4769,",",O
4769,the,O
4769,president,O
4769,of,O
4769,RSA,B-ORG
4769,Data,I-ORG
4769,Security,I-ORG
4769,",",O
4769,a,O
4769,unit,O
4769,of,O
4769,Security,B-ORG
4769,Dynamics,I-ORG
4769,Technologies,I-ORG
4769,Inc.,I-ORG
4769,as,O
4769,well,O
4769,as,O
4769,chairman,O
4769,of,O
4769,VeriSign,B-ORG
4769,.,O
4770,Internet,B-ORG
4770,Startup,I-ORG
4770,",",O
4770,which,O
4770,opened,O
4770,its,O
4770,doors,O
4770,with,O
4770,about,O
4770,half,O
4770,a,O
4770,dozen,O
4770,initial,O
4770,employees,O
4770,",",O
4770,combines,O
4770,experience,O
4770,at,O
4770,JavaSoft,B-ORG
4770,",",O
4770,Apple,B-ORG
4770,Computer,I-ORG
4770,Inc.,I-ORG
4770,",",O
4770,and,O
4770,Oracle,B-ORG
4770,Systems,I-ORG
4770,.,O
4771,"""",O
4771,Java,B-MISC
4771,portends,O
4771,dramatic,O
4771,changes,O
4771,in,O
4771,the,O
4771,way,O
4771,we,O
4771,use,O
4771,the,O
4771,Internet,B-MISC
4771,",",O
4771,"""",O
4771,said,O
4771,Hong,B-PER
4771,Bui,I-PER
4771,",",O
4771,vice,O
4771,president,O
4771,of,O
4771,engineering,O
4771,of,O
4771,the,O
4771,new,O
4771,company,O
4771,after,O
4771,serving,O
4771,as,O
4771,a,O
4771,senior,O
4771,engineer,O
4771,at,O
4771,JavaSoft,B-ORG
4771,.,O
4772,Java,B-MISC
4772,is,O
4772,a,O
4772,computer,O
4772,programming,O
4772,language,O
4772,introduced,O
4772,by,O
4772,Sun,B-ORG
4772,Microsystems,I-ORG
4772,in,O
4772,mid-1995,O
4772,which,O
4772,has,O
4772,immediately,O
4772,captured,O
4772,the,O
4772,attention,O
4772,of,O
4772,the,O
4772,industry,O
4772,for,O
4772,its,O
4772,ability,O
4772,to,O
4772,operate,O
4772,across,O
4772,virtually,O
4772,all,O
4772,computer,O
4772,system,O
4772,in,O
4772,a,O
4772,relatively,O
4772,secure,O
4772,manner,O
4772,.,O
4773,Just,O
4773,last,O
4773,week,O
4773,",",O
4773,Sun,B-ORG
4773,Microsystems,I-ORG
4773,and,O
4773,the,O
4773,Silicon,B-LOC
4773,Valley,I-LOC
4773,venture,O
4773,capital,O
4773,giant,O
4773,Kleiner,B-ORG
4773,Perkins,I-ORG
4773,Caufield,I-ORG
4773,&,I-ORG
4773,Byers,I-ORG
4773,said,O
4773,they,O
4773,had,O
4773,completed,O
4773,financing,O
4773,of,O
4773,a,O
4773,$,O
4773,100,O
4773,million,O
4773,fund,O
4773,managed,O
4773,by,O
4773,Kleiner,B-ORG
4773,Perkins,I-ORG
4773,to,O
4773,fund,O
4773,startups,O
4773,developing,O
4773,Java,B-MISC
4773,technologies,O
4773,.,O
4774,Java,B-MISC
4774,has,O
4774,been,O
4774,licensed,O
4774,by,O
4774,nearly,O
4774,50,O
4774,organisations,O
4774,",",O
4774,ranging,O
4774,from,O
4774,Microsoft,B-ORG
4774,Corp.,I-ORG
4774,and,O
4774,International,B-ORG
4774,Business,I-ORG
4774,Machines,I-ORG
4774,Corp.,I-ORG
4774,to,O
4774,the,O
4774,Taiwan,B-LOC
4774,government,O
4774,.,O
4775,Prasad,B-PER
4775,Wagle,I-PER
4775,",",O
4775,another,O
4775,former,O
4775,senior,O
4775,JavaSoft,B-ORG
4775,engineer,O
4775,who,O
4775,is,O
4775,among,O
4775,the,O
4775,founding,O
4775,engineers,O
4775,at,O
4775,Internet,B-ORG
4775,Startup,I-ORG
4775,",",O
4775,said,O
4775,the,O
4775,new,O
4775,company,O
4775,aims,O
4775,to,O
4775,build,O
4775,software,O
4775,infrastructure,O
4775,using,O
4775,Java,B-MISC
4775,to,O
4775,make,O
4775,networked,O
4775,applications,O
4775,ubiquitious,O
4775,.,O
4776,One,O
4776,feature,O
4776,of,O
4776,the,O
4776,Java,B-MISC
4776,language,O
4776,is,O
4776,that,O
4776,small,O
4776,software,O
4776,programmes,O
4776,",",O
4776,known,O
4776,as,O
4776,"""",O
4776,applets,O
4776,"""",O
4776,because,O
4776,they,O
4776,are,O
4776,small,O
4776,applications,O
4776,",",O
4776,can,O
4776,be,O
4776,downloaded,O
4776,from,O
4776,the,O
4776,server,O
4776,computers,O
4776,at,O
4776,the,O
4776,centre,O
4776,of,O
4776,networks,O
4776,onto,O
4776,individual,O
4776,computers,O
4776,for,O
4776,use,O
4776,.,O
4777,In,O
4777,this,O
4777,model,O
4777,",",O
4777,individual,O
4777,computer,O
4777,users,O
4777,can,O
4777,always,O
4777,gain,O
4777,access,O
4777,to,O
4777,the,O
4777,latest,O
4777,programmes,O
4777,and,O
4777,do,O
4777,not,O
4777,need,O
4777,to,O
4777,store,O
4777,more,O
4777,software,O
4777,than,O
4777,they,O
4777,are,O
4777,currently,O
4777,using,O
4777,on,O
4777,their,O
4777,computers,O
4777,at,O
4777,any,O
4777,one,O
4777,time,O
4777,",",O
4777,also,O
4777,saving,O
4777,costs,O
4777,of,O
4777,memory,O
4777,and,O
4777,storage,O
4777,.,O
4778,Chris,B-PER
4778,Zuleeg,I-PER
4778,",",O
4778,a,O
4778,veteran,O
4778,of,O
4778,Apple,B-ORG
4778,and,O
4778,a,O
4778,former,O
4778,JavaSoft,B-ORG
4778,marketing,O
4778,manager,O
4778,",",O
4778,is,O
4778,vice,O
4778,president,O
4778,of,O
4778,marketing,O
4778,at,O
4778,Internet,B-ORG
4778,Startup,I-ORG
4778,",",O
4778,whose,O
4778,Web,O
4778,site,O
4778,is,O
4778,www.internetstartup.com,O
4778,.,O
4779,Bessemer,B-ORG
4779,has,O
4779,funded,O
4779,numerous,O
4779,Internet,B-MISC
4779,pioneers,O
4779,",",O
4779,including,O
4779,PSI,B-ORG
4779,Net,I-ORG
4779,",",O
4779,VeriSign,B-ORG
4779,and,O
4779,Individual,B-ORG
4779,.,O
4780,-DOCSTART-,O
4781,GOLF,O
4781,-,O
4781,MICKELSON,B-PER
4781,WINS,O
4781,FOURTH,O
4781,TITLE,O
4781,OF,O
4781,YEAR,O
4781,IN,O
4781,AKRON,B-LOC
4781,.,O
4782,AKRON,B-LOC
4782,",",O
4782,Ohio,B-LOC
4782,1996-08-25,O
4783,Phil,B-PER
4783,Mickelson,I-PER
4783,birdied,O
4783,two,O
4783,of,O
4783,the,O
4783,last,O
4783,three,O
4783,holes,O
4783,to,O
4783,win,O
4783,World,B-MISC
4783,Series,I-MISC
4783,of,I-MISC
4783,Golf,I-MISC
4783,by,O
4783,three,O
4783,strokes,O
4783,over,O
4783,Billy,B-PER
4783,Mayfair,I-PER
4783,on,O
4783,Sunday,O
4783,.,O
4784,It,O
4784,was,O
4784,the,O
4784,fourth,O
4784,tournament,O
4784,title,O
4784,this,O
4784,year,O
4784,for,O
4784,Mickelson,B-PER
4784,",",O
4784,who,O
4784,shot,O
4784,an,O
4784,even-par,O
4784,70,O
4784,",",O
4784,after,O
4784,being,O
4784,tied,O
4784,for,O
4784,the,O
4784,lead,O
4784,with,O
4784,Billy,B-PER
4784,Mayfair,I-PER
4784,with,O
4784,three,O
4784,holes,O
4784,to,O
4784,play,O
4784,.,O
4785,Along,O
4785,with,O
4785,Mayfiar,B-PER
4785,at,O
4785,277,O
4785,for,O
4785,the,O
4785,tournament,O
4785,were,O
4785,Steve,B-PER
4785,Stricker,I-PER
4785,",",O
4785,who,O
4785,had,O
4785,a,O
4785,68,O
4785,",",O
4785,and,O
4785,Duffy,B-PER
4785,Waldorf,I-PER
4785,",",O
4785,with,O
4785,a,O
4785,66,O
4785,.,O
4786,"""",O
4786,It,O
4786,was,O
4786,very,O
4786,hard,O
4786,to,O
4786,sleep,O
4786,last,O
4786,night,O
4786,because,O
4786,there,O
4786,was,O
4786,so,O
4786,much,O
4786,I,O
4786,could,O
4786,accomplish,O
4786,with,O
4786,this,O
4786,win,O
4786,",",O
4786,"""",O
4786,said,O
4786,Mickelson,B-PER
4786,",",O
4786,who,O
4786,had,O
4786,a,O
4786,three-stroke,O
4786,lead,O
4786,entering,O
4786,the,O
4786,third,O
4786,round,O
4786,.,O
4786,"""",O
4787,This,O
4787,was,O
4787,a,O
4787,win,O
4787,I,O
4787,wanted,O
4787,very,O
4787,",",O
4787,very,O
4787,much,O
4787,.,O
4787,"""",O
4788,Mickelson,B-PER
4788,'s,O
4788,victory,O
4788,gave,O
4788,him,O
4788,a,O
4788,10,O
4788,year,O
4788,exemption,O
4788,to,O
4788,the,O
4788,PGA,B-MISC
4788,Tour,I-MISC
4788,.,O
4789,The,O
4789,$,O
4789,"378,000",O
4789,first,O
4789,place,O
4789,check,O
4789,brings,O
4789,Mickelson,B-PER
4789,back,O
4789,to,O
4789,the,O
4789,top,O
4789,of,O
4789,the,O
4789,money,O
4789,list,O
4789,with,O
4789,$,O
4789,"1,574,799",O
4789,won,O
4789,this,O
4789,year,O
4789,.,O
4790,"""",O
4790,This,O
4790,is,O
4790,a,O
4790,major,O
4790,championship,O
4790,golf,O
4790,course,O
4790,",",O
4790,and,O
4790,for,O
4790,me,O
4790,to,O
4790,perform,O
4790,well,O
4790,on,O
4790,this,O
4790,style,O
4790,of,O
4790,course,O
4790,is,O
4790,a,O
4790,big,O
4790,step,O
4790,up,O
4790,for,O
4790,me,O
4790,in,O
4790,my,O
4790,career,O
4790,and,O
4790,my,O
4790,performance,O
4790,in,O
4790,future,O
4790,majors,O
4790,",",O
4790,"""",O
4790,he,O
4790,said,O
4790,.,O
4791,Mickelson,B-PER
4791,three-stroke,O
4791,lead,O
4791,was,O
4791,cut,O
4791,to,O
4791,two,O
4791,when,O
4791,Mayfair,B-PER
4791,birdied,O
4791,the,O
4791,course,O
4791,'s,O
4791,only,O
4791,easy,O
4791,hole,O
4791,",",O
4791,the,O
4791,par,O
4791,five,O
4791,second,O
4791,hole,O
4791,",",O
4791,while,O
4791,Mickelson,B-PER
4791,three-putted,O
4791,for,O
4791,par,O
4791,from,O
4791,25,O
4791,feet,O
4791,.,O
4792,On,O
4792,the,O
4792,back,O
4792,nine,O
4792,Mickelson,B-PER
4792,began,O
4792,driving,O
4792,erratically,O
4792,",",O
4792,and,O
4792,poor,O
4792,tee,O
4792,shots,O
4792,resulted,O
4792,in,O
4792,bogeys,O
4792,on,O
4792,the,O
4792,",",O
4792,eighth,O
4792,",",O
4792,12th,O
4792,and,O
4792,13th,O
4792,holes,O
4792,",",O
4792,bringing,O
4792,Mickelson,B-PER
4792,back,O
4792,to,O
4792,four,O
4792,under,O
4792,par,O
4792,",",O
4792,tied,O
4792,with,O
4792,Mayfair,B-PER
4792,",",O
4792,who,O
4792,had,O
4792,parred,O
4792,14,O
4792,straight,O
4792,holes,O
4792,after,O
4792,the,O
4792,birdie,O
4792,on,O
4792,no.2,O
4792,.,O
4793,Mickelson,B-PER
4793,then,O
4793,set,O
4793,up,O
4793,a,O
4793,tap,O
4793,in,O
4793,birdie,O
4793,on,O
4793,the,O
4793,16th,O
4793,",",O
4793,sending,O
4793,a,O
4793,wedge,O
4793,shot,O
4793,to,O
4793,18,O
4793,inches,O
4793,.,O
4794,He,O
4794,had,O
4794,another,O
4794,birdie,O
4794,on,O
4794,the,O
4794,17th,O
4794,",",O
4794,where,O
4794,he,O
4794,his,O
4794,a,O
4794,6-iron,O
4794,to,O
4794,six,O
4794,feet,O
4794,.,O
4795,Mayfair,B-PER
4795,bogeyed,O
